Query	Reference	Distance
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000060
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.021491
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000647
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.001517
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.015305
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.001509
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019980
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026609
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.015669
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000958
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.001525
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.026314
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.001502
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.000612
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.015845
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.001505
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.021775
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000982
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.001517
genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.015636
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.015363
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019887
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026667
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.014793
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.015338
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.025748
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.015334
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.016170
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.000548
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.015338
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.019780
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.014797
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.015669
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.015338
genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.000349
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.015323
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019827
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.026662
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.000349
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.014768
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.015305
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.025747
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.015302
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.016137
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.000622
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.015305
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.019721
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.014758
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.015636
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.015305
genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.000661
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.019111
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.025849
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.014797
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.000068
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.000653
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.025582
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.000641
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.001504
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.014978
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.000651
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.020957
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.000982
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.000647
genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.014758
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300625.1_ASM1330062v1_genomic.fna.gz	0.026403
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_015551295.1_ASM1555129v1_genomic.fna.gz	0.026639
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	0.000000
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_015553565.1_ASM1555356v1_genomic.fna.gz	0.026667
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013299655.1_ASM1329965v1_genomic.fna.gz	0.025849
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300655.1_ASM1330065v1_genomic.fna.gz	0.026371
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_028321385.1_ASM2832138v1_genomic.fna.gz	0.001051
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300555.1_ASM1330055v1_genomic.fna.gz	0.026376
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300575.1_ASM1330057v1_genomic.fna.gz	0.027106
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_028322315.1_ASM2832231v1_genomic.fna.gz	0.026752
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300675.1_ASM1330067v1_genomic.fna.gz	0.026366
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/Agathobacter_rectalis_ref.fna.gz	0.026851
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013299645.1_ASM1329964v1_genomic.fna.gz	0.025849
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013299675.1_ASM1329967v1_genomic.fna.gz	0.026609
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_013300505.1_ASM1330050v1_genomic.fna.gz	0.026376
genome_hypermash_test/GCF_015669665.1_ASM1566966v1_genomic.fna.gz	genome_hypermash_test/GCF_028322185.1_ASM2832218v1_genomic.fna.gz	0.026662
